user,item,rating,pos
14,746,1,23
14,747,1,24
14,748,1,25
14,749,1,26
14,750,1,27
14,751,1,28
14,752,1,29
14,753,1,30
14,754,1,31
14,755,1,32
14,756,1,33
14,757,1,34
14,758,1,35
14,759,1,36
14,760,1,37
14,761,1,38
14,762,1,39
14,763,1,40
14,764,1,41
14,765,1,42
14,766,1,43
14,767,1,44
14,768,1,45
14,769,1,46
14,296,1,47
14,770,1,48
14,771,1,49
14,772,1,50
14,773,1,51
14,774,1,52
14,775,1,53
14,776,1,54
14,777,1,55
14,778,1,56
14,779,1,57
14,780,1,58
14,781,1,59
14,782,1,60
14,783,1,61
14,784,1,62
14,785,1,63
14,786,1,64
14,787,1,65
14,788,1,66
14,789,1,67
14,790,1,68
14,791,1,69
14,792,1,70
14,793,1,71
14,794,1,72
14,281,1,73
14,795,1,74
14,796,1,75
14,797,1,76
14,798,1,77
14,799,1,78
14,800,1,79
14,801,1,80
14,802,1,81
14,803,1,82
14,804,1,83
14,805,1,84
14,806,1,85
14,807,1,86
14,808,1,87
14,809,1,88
14,810,1,89
14,811,1,90
14,812,1,91
14,813,1,92
14,814,1,93
14,815,1,94
14,816,1,95
14,817,1,96
14,818,1,97
14,290,1,98
14,819,1,99
14,820,1,100
14,732,1,101
14,821,1,102
15,822,1,0
15,823,1,1
15,824,1,2
15,825,1,3
15,826,1,4
15,827,1,5
15,828,1,6
16,829,1,0
16,830,1,1
16,831,1,2
16,832,1,3
16,833,1,4
16,834,1,5
16,835,1,6
16,836,1,7
16,837,1,8
16,838,1,9
16,839,1,10
16,840,1,11
16,841,1,12
16,842,1,13
16,843,1,14
16,844,1,15
16,845,1,16
16,846,1,17
16,449,1,18
16,847,1,19
16,848,1,20
16,849,1,21
16,850,1,22
16,851,1,23
16,852,1,24
16,853,1,25
16,854,1,26
16,855,1,27
16,856,1,28
16,857,1,29
16,858,1,30
16,859,1,31
16,860,1,32
16,443,1,33
16,861,1,34
16,862,1,35
16,863,1,36
16,864,1,37
16,865,1,38
16,866,1,39
16,867,1,40
16,868,1,41
16,869,1,42
16,870,1,43
16,871,1,44
16,872,1,45
16,873,1,46
16,874,1,47
16,875,1,48
16,876,1,49
16,877,1,50
16,878,1,51
16,879,1,52
16,880,1,53
16,832,1,54
16,881,1,55
16,882,1,56
16,883,1,57
16,884,1,58
16,885,1,59
16,886,1,60
16,887,1,61
16,888,1,62
16,889,1,63
16,890,1,64
16,891,1,65
16,892,1,66
16,893,1,67
16,894,1,68
16,895,1,69
16,896,1,70
16,897,1,71
16,898,1,72
16,899,1,73
16,900,1,74
16,901,1,75
16,902,1,76
16,903,1,77
16,904,1,78
16,905,1,79
16,906,1,80
16,907,1,81
16,908,1,82
16,909,1,83
16,910,1,84
16,911,1,85
16,912,1,86
16,913,1,87
16,914,1,88
16,915,1,89
16,916,1,90
16,917,1,91
16,918,1,92
16,919,1,93
16,920,1,94
16,921,1,95
16,922,1,96
16,923,1,97
16,924,1,98
16,925,1,99
16,926,1,100
16,927,1,101
16,928,1,102
16,929,1,103
16,930,1,104
17,931,1,0
17,932,1,1
17,933,1,2
17,934,1,3
17,935,1,4
17,936,1,5
17,937,1,6
17,938,1,7
17,939,1,8
17,940,1,9
17,941,1,10
17,942,1,11
17,943,1,12
17,944,1,13
17,945,1,14
17,946,1,15
17,947,1,16
17,382,1,17
17,316,1,18
17,948,1,19
17,949,1,20
17,950,1,21
17,951,1,22
17,952,1,23
17,953,1,24
17,954,1,25
17,955,1,26
17,956,1,27
17,957,1,28
17,958,1,29
17,959,1,30
17,960,1,31
17,332,1,32
17,961,1,33
17,962,1,34
17,963,1,35
17,964,1,36
17,965,1,37
17,360,1,38
17,966,1,39
17,967,1,40
17,968,1,41
17,969,1,42
17,970,1,43
17,971,1,44
17,972,1,45
17,973,1,46
17,974,1,47
17,975,1,48
17,976,1,49
17,977,1,50
17,977,1,51
17,978,1,52
17,979,1,53
17,980,1,54
17,981,1,55
17,982,1,56
17,983,1,57
17,984,1,58
17,38,1,59
17,985,1,60
17,986,1,61
17,987,1,62
17,988,1,63
17,989,1,64
17,990,1,65
17,991,1,66
17,992,1,67
17,993,1,68
17,994,1,69
17,995,1,70
17,996,1,71
17,997,1,72
17,998,1,73
17,999,1,74
17,1000,1,75
17,1001,1,76
17,1002,1,77
17,1003,1,78
18,1004,1,0
18,1005,1,1
18,1006,1,2
18,1007,1,3
18,1008,1,4
18,1009,1,5
18,1010,1,6
18,1011,1,7
18,1012,1,8
18,1013,1,9
18,1014,1,10
18,1015,1,11
18,1016,1,12
18,1017,1,13
18,1018,1,14
18,1019,1,15
18,1020,1,16
18,1021,1,17
18,1022,1,18
18,1023,1,19
18,1024,1,20
18,1025,1,21
18,1026,1,22
18,1027,1,23
18,1028,1,24
18,766,1,25
18,1029,1,26
18,1030,1,27
18,1031,1,28
18,1032,1,29
18,1033,1,30
18,1034,1,31
18,1035,1,32
18,1036,1,33
18,1037,1,34
18,1038,1,35
18,1039,1,36
18,1040,1,37
18,1041,1,38
18,1042,1,39
18,1043,1,40
18,1044,1,41
18,1045,1,42
18,1046,1,43
18,1047,1,44
18,1048,1,45
18,1049,1,46
18,1050,1,47
18,1051,1,48
18,1052,1,49
18,1053,1,50
18,1054,1,51
18,1055,1,52
18,1056,1,53
18,1057,1,54
18,1058,1,55
18,1059,1,56
18,1060,1,57
18,1061,1,58
18,1062,1,59
18,1063,1,60
18,1064,1,61
18,1065,1,62
18,1066,1,63
18,1067,1,64
18,1068,1,65
18,1069,1,66
18,1070,1,67
19,1071,1,0
19,1072,1,1
19,1073,1,2
19,1074,1,3
19,1075,1,4
19,1076,1,5
19,1077,1,6
19,1078,1,7
19,1079,1,8
19,1080,1,9
19,1081,1,10
19,1082,1,11
19,1083,1,12
19,1084,1,13
19,1085,1,14
19,1086,1,15
19,1087,1,16
19,1088,1,17
19,1089,1,18
19,1090,1,19
19,1091,1,20
19,1092,1,21
19,1093,1,22
19,1094,1,23
19,1095,1,24
19,1096,1,25
19,1097,1,26
19,1098,1,27
19,1099,1,28
19,1100,1,29
19,825,1,30
19,1101,1,31
19,1102,1,32
19,1103,1,33
19,1104,1,34
19,1105,1,35
19,1106,1,36
19,1107,1,37
19,1108,1,38
19,1109,1,39
19,1110,1,40
19,1111,1,41
19,1112,1,42
19,1113,1,43
19,1114,1,44
19,1115,1,45
19,1116,1,46
19,1117,1,47
19,1118,1,48
19,1119,1,49
19,1120,1,50
19,1121,1,51
19,1122,1,52
19,1123,1,53
19,1124,1,54
19,1125,1,55
19,1126,1,56
19,1127,1,57
19,1128,1,58
19,1129,1,59
19,1130,1,60
19,1131,1,61
19,1132,1,62
19,1133,1,63
19,1134,1,64
19,1135,1,65
19,1136,1,66
19,1137,1,67
19,1138,1,68
19,1139,1,69
19,1140,1,70
19,1141,1,71
19,1142,1,72
19,1143,1,73
19,1144,1,74
19,1145,1,75
19,1146,1,76
19,1147,1,77
19,1148,1,78
19,1149,1,79
19,1150,1,80
19,1151,1,81
19,1152,1,82
19,1153,1,83
19,1154,1,84
20,1155,1,0
20,1156,1,1
20,1157,1,2
20,1158,1,3
20,1159,1,4
20,1160,1,5
20,1161,1,6
20,1162,1,7
20,1163,1,8
20,1164,1,9
20,1165,1,10
20,1166,1,11
20,1167,1,12
20,1168,1,13
21,784,1,0
21,1169,1,1
21,1170,1,2
21,1171,1,3
21,1172,1,4
21,1173,1,5
21,1174,1,6
21,1175,1,7
21,1176,1,8
21,1177,1,9
21,1178,1,10
21,1179,1,11
21,1180,1,12
21,1181,1,13
21,1182,1,14
22,1183,1,0
22,1184,1,1
22,1185,1,2
22,1186,1,3
22,1046,1,4
22,1187,1,5
22,1188,1,6
22,1189,1,7
22,1190,1,8
22,1191,1,9
22,1192,1,10
22,456,1,11
22,1193,1,12
22,1194,1,13
22,1195,1,14
22,435,1,15
22,1196,1,16
22,1197,1,17
22,1198,1,18
22,1199,1,19
22,1200,1,20
22,1201,1,21
22,1202,1,22
22,1203,1,23
22,1204,1,24
22,1205,1,25
22,1206,1,26
22,1207,1,27
22,1208,1,28
22,1209,1,29
22,1210,1,30
22,1211,1,31
22,1212,1,32
22,1213,1,33
22,1214,1,34
22,1215,1,35
22,1216,1,36
22,1217,1,37
22,1218,1,38
22,1219,1,39
22,1220,1,40
22,1221,1,41
23,1222,1,0
23,1223,1,1
23,1224,1,2
23,1225,1,3
23,1226,1,4
23,1227,1,5
23,1228,1,6
23,1229,1,7
23,1230,1,8
23,1231,1,9
23,1232,1,10
23,1233,1,11
23,1234,1,12
23,1235,1,13
23,1236,1,14
23,1237,1,15
23,1238,1,16
23,1239,1,17
23,1240,1,18
23,1241,1,19
24,1242,1,0
24,1243,1,1
24,1244,1,2
24,1245,1,3
24,1246,1,4
24,1247,1,5
24,1248,1,6
25,1249,1,0
25,1198,1,1
25,1250,1,2
25,1251,1,3
25,1251,1,4
25,1252,1,5
25,1253,1,6
25,1254,1,7
25,1255,1,8
25,1256,1,9
25,1257,1,10
25,1258,1,11
25,1259,1,12
25,1260,1,13
25,1261,1,14
25,1262,1,15
25,1263,1,16
25,1264,1,17
25,359,1,18
25,1265,1,19
25,1266,1,20
25,1267,1,21
25,1268,1,22
25,1269,1,23
25,1270,1,24
25,1271,1,25
25,1272,1,26
25,1273,1,27
25,1274,1,28
25,1275,1,29
25,1276,1,30
25,1277,1,31
25,1278,1,32
25,1279,1,33
25,1280,1,34
25,1281,1,35
25,1282,1,36
25,1283,1,37
25,1284,1,38
25,1285,1,39
25,1286,1,40
26,1287,1,0
26,1288,1,1
26,1289,1,2
26,1290,1,3
26,1291,1,4
26,1292,1,5
26,1293,1,6
26,1294,1,7
26,1295,1,8
26,1296,1,9
26,1297,1,10
26,1298,1,11
26,1299,1,12
26,707,1,13
26,1300,1,14
26,1301,1,15
26,1302,1,16
26,1303,1,17
26,1304,1,18
26,1305,1,19
26,1306,1,20
26,1307,1,21
26,1308,1,22
26,931,1,23
26,1309,1,24
26,1310,1,25
27,1311,1,0
27,1312,1,1
27,1313,1,2
27,1314,1,3
27,1315,1,4
27,1316,1,5
27,1317,1,6
27,1318,1,7
27,1319,1,8
27,1320,1,9
27,970,1,10
27,1321,1,11
28,1322,1,0
28,1323,1,1
28,1324,1,2
28,507,1,3
28,1325,1,4
28,1326,1,5
28,1327,1,6
28,1328,1,7
28,525,1,8
28,1329,1,9
28,553,1,10
28,1330,1,11
28,1331,1,12
28,1332,1,13
28,1333,1,14
28,1334,1,15
28,1335,1,16
28,1336,1,17
28,1159,1,18
28,1337,1,19
28,1338,1,20
28,1339,1,21
28,1340,1,22
28,1341,1,23
28,1342,1,24
28,1343,1,25
28,1344,1,26
28,1345,1,27
28,1346,1,28
28,1347,1,29
28,1348,1,30
28,1349,1,31
28,1350,1,32
28,1351,1,33
28,1352,1,34
28,1353,1,35
28,1354,1,36
28,1355,1,37
28,1356,1,38
28,1037,1,39
28,1357,1,40
28,1358,1,41
28,1359,1,42
28,1360,1,43
28,1361,1,44
28,1362,1,45
28,1363,1,46
28,1364,1,47
28,1365,1,48
28,1366,1,49
28,1367,1,50
28,1368,1,51
28,1369,1,52
28,1370,1,53
28,1371,1,54
28,1372,1,55
28,1373,1,56
28,1374,1,57
28,1375,1,58
28,1376,1,59
28,1377,1,60
28,1378,1,61
28,1379,1,62
28,1380,1,63
28,1381,1,64
28,1382,1,65
28,1383,1,66
28,1384,1,67
28,1385,1,68
28,1386,1,69
28,1387,1,70
28,1388,1,71
28,1389,1,72
28,1390,1,73
28,1391,1,74
28,1392,1,75
28,1393,1,76
28,1394,1,77
28,1395,1,78
28,1395,1,79
28,1396,1,80
29,1195,1,0
29,1191,1,1
29,1397,1,2
29,1398,1,3
29,1399,1,4
29,1205,1,5
29,1400,1,6
29,1401,1,7
29,1402,1,8
29,1201,1,9
29,1403,1,10
29,1404,1,11
29,1405,1,12
29,1406,1,13
29,1258,1,14
29,1407,1,15
29,1408,1,16
29,1409,1,17
29,1396,1,18
29,1410,1,19
29,1411,1,20
29,1412,1,21
29,1413,1,22
29,1414,1,23
29,1415,1,24
29,1416,1,25
29,1417,1,26
29,1418,1,27
29,1203,1,28
29,1419,1,29
29,1420,1,30
29,1421,1,31
29,1211,1,32
29,1422,1,33
29,1204,1,34
29,1423,1,35
29,1424,1,36
29,1425,1,37
29,1426,1,38
29,1427,1,39
30,1428,1,0
30,1429,1,1
30,1430,1,2
30,1431,1,3
30,1432,1,4
30,1433,1,5
30,1434,1,6
30,1435,1,7
30,1436,1,8
30,1437,1,9
30,1438,1,10
30,1439,1,11
30,1440,1,12
30,1441,1,13
30,1442,1,14
30,1443,1,15
30,1444,1,16
30,1445,1,17
30,1446,1,18
30,1447,1,19
30,1448,1,20
30,1449,1,21
30,1450,1,22
30,1451,1,23
30,1452,1,24
30,1453,1,25
30,1429,1,26
30,1430,1,27
30,1431,1,28
30,1432,1,29
30,1433,1,30
30,1434,1,31
30,1435,1,32
30,1436,1,33
30,1437,1,34
30,1438,1,35
30,1439,1,36
30,1440,1,37
30,1454,1,38
30,1455,1,39
30,1456,1,40
30,1457,1,41
30,1458,1,42
30,1459,1,43
30,1460,1,44
30,1461,1,45
30,1462,1,46
30,1463,1,47
30,1464,1,48
30,1465,1,49
30,1466,1,50
30,1467,1,51
30,1468,1,52
30,1469,1,53
30,1470,1,54
30,1471,1,55
30,1472,1,56
30,1473,1,57
30,1474,1,58
30,1475,1,59
30,1476,1,60
30,1477,1,61
30,1478,1,62
30,1479,1,63
30,1480,1,64
30,1481,1,65
30,1482,1,66
30,1483,1,67
30,1484,1,68
30,1485,1,69
30,1486,1,70
30,1487,1,71
30,1488,1,72
30,1489,1,73
30,1490,1,74
30,1491,1,75
30,1492,1,76
30,1493,1,77
30,1494,1,78
30,1495,1,79
30,1496,1,80
30,1497,1,81
30,1498,1,82
30,1499,1,83
30,1500,1,84
30,1501,1,85
30,1502,1,86
30,1503,1,87
30,1504,1,88
30,1505,1,89
30,1506,1,90
30,1507,1,91
30,1508,1,92
30,1509,1,93
30,1510,1,94
30,1511,1,95
30,1512,1,96
30,1513,1,97
30,1514,1,98
30,1515,1,99
30,1516,1,100
30,1517,1,101
30,1518,1,102
30,1519,1,103
30,1520,1,104
30,1521,1,105
30,1522,1,106
30,1523,1,107
30,1524,1,108
30,1525,1,109
30,1526,1,110
30,1527,1,111
30,1528,1,112
30,1529,1,113
30,1530,1,114
30,1531,1,115
30,1532,1,116
30,1533,1,117
30,1534,1,118
30,1535,1,119
30,1536,1,120
30,1537,1,121
30,1538,1,122
30,1539,1,123
30,1540,1,124
30,1541,1,125
30,1542,1,126
30,1543,1,127
30,1544,1,128
30,1545,1,129
30,1546,1,130
30,1547,1,131
30,1548,1,132
30,1549,1,133
30,1550,1,134
30,1551,1,135
30,1552,1,136
30,1553,1,137
30,1554,1,138
30,1555,1,139
30,1556,1,140
30,1557,1,141
30,1558,1,142
30,1559,1,143
30,1560,1,144
30,1561,1,145
30,1562,1,146
30,1563,1,147
30,1564,1,148
30,1565,1,149
30,1566,1,150
30,1567,1,151
30,1568,1,152
30,1569,1,153
30,1570,1,154
30,1571,1,155
30,1572,1,156
31,1573,1,0
31,1574,1,1
31,1575,1,2
31,1576,1,3
31,1577,1,4
31,1578,1,5
31,1579,1,6
31,1580,1,7
31,1581,1,8
31,1582,1,9
31,1583,1,10
31,1584,1,11
31,1585,1,12
31,1586,1,13
31,991,1,14
31,1587,1,15
31,1588,1,16
31,941,1,17
31,1589,1,18
31,1590,1,19
31,1591,1,20
31,1592,1,21
31,1593,1,22
31,1594,1,23
31,1595,1,24
